"pp","Spikes","Kiki","Congruent","ShownRight","ResponseRight","Accuracy","rt","dominantEye","dateStart","timeStart","age","gender","knowledge"
1,1,0,0,1,1,1,5.32357561471,"r","16/08/2018","15:55",38,"Male","no"
1,1,0,0,1,1,1,4.81284741826,"r","16/08/2018","15:55",38,"Male","no"
1,0,1,0,0,0,1,7.88587174099,"r","16/08/2018","15:55",38,"Male","no"
1,1,1,1,1,1,1,5.43444328666,"r","16/08/2018","15:55",38,"Male","no"
1,0,1,0,1,1,1,8.90338368418,"r","16/08/2018","15:55",38,"Male","no"
1,1,0,0,1,1,1,4.18714652994,"r","16/08/2018","15:55",38,"Male","no"
1,1,0,0,0,0,1,4.8088692184,"r","16/08/2018","15:55",38,"Male","no"
1,1,0,0,0,0,1,2.96151839204,"r","16/08/2018","15:55",38,"Male","no"
1,0,1,0,0,0,1,7.17617770697,"r","16/08/2018","15:55",38,"Male","no"
1,1,0,0,1,1,1,4.94225935945,"r","16/08/2018","15:55",38,"Male","no"
1,0,1,0,0,0,1,6.73217967451,"r","16/08/2018","15:55",38,"Male","no"
1,0,0,1,0,0,1,5.70116955688,"r","16/08/2018","15:55",38,"Male","no"
1,0,1,0,1,1,1,6.06225717975,"r","16/08/2018","15:55",38,"Male","no"
1,1,1,1,1,1,1,7.3892050544,"r","16/08/2018","15:55",38,"Male","no"
1,0,1,0,1,1,1,7.17274022948,"r","16/08/2018","15:55",38,"Male","no"
1,0,0,1,1,1,1,3.71991212246,"r","16/08/2018","15:55",38,"Male","no"
1,1,1,1,1,1,1,4.01214950651,"r","16/08/2018","15:55",38,"Male","no"
1,1,1,1,0,0,1,4.41498785628,"r","16/08/2018","15:55",38,"Male","no"
1,1,1,1,1,1,1,4.97782531693,"r","16/08/2018","15:55",38,"Male","no"
1,0,0,1,1,1,1,5.96297115626,"r","16/08/2018","15:55",38,"Male","no"
1,0,0,1,1,1,1,5.3227138217,"r","16/08/2018","15:55",38,"Male","no"
1,0,0,1,0,0,1,6.14007628726,"r","16/08/2018","15:55",38,"Male","no"
1,1,0,0,1,1,1,4.07104359587,"r","16/08/2018","15:55",38,"Male","no"
1,0,0,1,1,1,1,4.4451361015,"r","16/08/2018","15:55",38,"Male","no"
1,0,1,0,1,1,1,6.49359325558,"r","16/08/2018","15:55",38,"Male","no"
1,1,1,1,0,0,1,3.69846655063,"r","16/08/2018","15:55",38,"Male","no"
1,1,1,1,0,0,1,2.87823914665,"r","16/08/2018","15:55",38,"Male","no"
1,0,0,1,0,0,1,4.61994860496,"r","16/08/2018","15:55",38,"Male","no"
1,0,0,1,1,1,1,5.65755701813,"r","16/08/2018","15:55",38,"Male","no"
1,1,0,0,0,0,1,5.67835302811,"r","16/08/2018","15:55",38,"Male","no"
1,0,0,1,0,0,1,7.74651983581,"r","16/08/2018","15:55",38,"Male","no"
1,1,1,1,0,0,1,3.98204085993,"r","16/08/2018","15:55",38,"Male","no"
1,1,0,0,0,0,1,3.79729134018,"r","16/08/2018","15:55",38,"Male","no"
1,0,1,0,1,1,1,7.39411285397,"r","16/08/2018","15:55",38,"Male","no"
1,1,1,1,1,1,1,5.3983253819,"r","16/08/2018","15:55",38,"Male","no"
1,0,0,1,1,1,1,5.57267081336,"r","16/08/2018","15:55",38,"Male","no"
1,0,1,0,1,1,1,7.4563042098,"r","16/08/2018","15:55",38,"Male","no"
1,0,0,1,0,0,1,6.36289768756,"r","16/08/2018","15:55",38,"Male","no"
1,1,1,1,1,1,1,6.92669879325,"r","16/08/2018","15:55",38,"Male","no"
1,1,0,0,1,1,1,4.28913625189,"r","16/08/2018","15:55",38,"Male","no"
1,0,0,1,1,1,1,3.92296977305,"r","16/08/2018","15:55",38,"Male","no"
1,0,0,1,0,0,1,6.32360106799,"r","16/08/2018","15:55",38,"Male","no"
1,0,0,1,1,1,1,5.47019116532,"r","16/08/2018","15:55",38,"Male","no"
1,0,1,0,1,1,1,8.96495456452,"r","16/08/2018","15:55",38,"Male","no"
1,0,1,0,1,1,1,7.54709645193,"r","16/08/2018","15:55",38,"Male","no"
1,1,0,0,0,0,1,5.35214546917,"r","16/08/2018","15:55",38,"Male","no"
1,1,0,0,1,1,1,5.13597374462,"r","16/08/2018","15:55",38,"Male","no"
1,0,1,0,1,1,1,6.15835992813,"r","16/08/2018","15:55",38,"Male","no"
1,0,1,0,0,0,1,6.15647313262,"r","16/08/2018","15:55",38,"Male","no"
1,1,0,0,0,0,1,3.02676738762,"r","16/08/2018","15:55",38,"Male","no"
1,1,1,1,1,1,1,3.51074355416,"r","16/08/2018","15:55",38,"Male","no"
1,1,0,0,0,0,1,4.91373115458,"r","16/08/2018","15:55",38,"Male","no"
1,0,1,0,0,0,1,4.84672600111,"r","16/08/2018","15:55",38,"Male","no"
1,0,1,0,1,1,1,6.83855334133,"r","16/08/2018","15:55",38,"Male","no"
1,0,0,1,1,1,1,3.94750170044,"r","16/08/2018","15:55",38,"Male","no"
1,1,1,1,1,1,1,4.4400885902,"r","16/08/2018","15:55",38,"Male","no"
1,0,0,1,1,1,1,4.31276479083,"r","16/08/2018","15:55",38,"Male","no"
1,1,0,0,1,1,1,2.91037022824,"r","16/08/2018","15:55",38,"Male","no"
1,1,0,0,0,0,1,1.90861043245,"r","16/08/2018","15:55",38,"Male","no"
1,1,1,1,0,0,1,6.94737278371,"r","16/08/2018","15:55",38,"Male","no"
1,1,0,0,1,1,1,4.85135105897,"r","16/08/2018","15:55",38,"Male","no"
1,1,1,1,1,1,1,4.80905690544,"r","16/08/2018","15:55",38,"Male","no"
1,0,1,0,0,0,1,3.73770791307,"r","16/08/2018","15:55",38,"Male","no"
1,1,1,1,0,0,1,2.90178237637,"r","16/08/2018","15:55",38,"Male","no"
1,0,1,0,0,0,1,5.73355717815,"r","16/08/2018","15:55",38,"Male","no"
1,1,0,0,1,1,1,3.47614929716,"r","16/08/2018","15:55",38,"Male","no"
1,1,1,1,0,0,1,5.16681396207,"r","16/08/2018","15:55",38,"Male","no"
1,0,0,1,0,0,1,4.20488293021,"r","16/08/2018","15:55",38,"Male","no"
1,0,0,1,0,0,1,3.24432665723,"r","16/08/2018","15:55",38,"Male","no"
1,1,1,1,0,0,1,2.12226161855,"r","16/08/2018","15:55",38,"Male","no"
1,1,1,1,0,0,1,3.09329624058,"r","16/08/2018","15:55",38,"Male","no"
1,0,1,0,0,0,1,2.48525305217,"r","16/08/2018","15:55",38,"Male","no"
1,1,0,0,0,0,1,2.38429549664,"r","16/08/2018","15:55",38,"Male","no"
1,0,0,1,0,0,1,4.55712068403,"r","16/08/2018","15:55",38,"Male","no"
1,0,1,0,1,1,1,4.14551009838,"r","16/08/2018","15:55",38,"Male","no"
1,1,1,1,0,0,1,4.35366785564,"r","16/08/2018","15:55",38,"Male","no"
1,0,1,0,0,0,1,6.17232205521,"r","16/08/2018","15:55",38,"Male","no"
1,0,0,1,1,1,1,3.38371666914,"r","16/08/2018","15:55",38,"Male","no"
1,0,1,0,1,1,1,3.37087347632,"r","16/08/2018","15:55",38,"Male","no"
1,0,1,0,0,0,1,5.80260526816,"r","16/08/2018","15:55",38,"Male","no"
1,1,1,1,0,0,1,5.26449255335,"r","16/08/2018","15:55",38,"Male","no"
1,0,1,0,1,1,1,5.27996509082,"r","16/08/2018","15:55",38,"Male","no"
1,1,0,0,0,0,1,2.5530708258,"r","16/08/2018","15:55",38,"Male","no"
1,1,0,0,1,1,1,6.30169195218,"r","16/08/2018","15:55",38,"Male","no"
1,1,0,0,1,1,1,3.14307398324,"r","16/08/2018","15:55",38,"Male","no"
1,1,1,1,1,1,1,4.70051866154,"r","16/08/2018","15:55",38,"Male","no"
1,0,1,0,0,0,1,7.83749305787,"r","16/08/2018","15:55",38,"Male","no"
1,0,0,1,0,0,1,3.96871609765,"r","16/08/2018","15:55",38,"Male","no"
1,1,0,0,0,0,1,3.04036660156,"r","16/08/2018","15:55",38,"Male","no"
1,0,0,1,1,1,1,3.85803910815,"r","16/08/2018","15:55",38,"Male","no"
1,0,0,1,0,0,1,3.30044005863,"r","16/08/2018","15:55",38,"Male","no"
1,1,0,0,0,0,1,3.86737198162,"r","16/08/2018","15:55",38,"Male","no"
1,0,0,1,1,1,1,3.85464292532,"r","16/08/2018","15:55",38,"Male","no"
1,1,1,1,0,0,1,4.23857959189,"r","16/08/2018","15:55",38,"Male","no"
1,1,0,0,0,0,1,5.48503432365,"r","16/08/2018","15:55",38,"Male","no"
1,1,1,1,1,1,1,2.46522607852,"r","16/08/2018","15:55",38,"Male","no"
1,0,1,0,1,1,1,4.58832041292,"r","16/08/2018","15:55",38,"Male","no"
1,1,1,1,1,1,1,2.61400001604,"r","16/08/2018","15:55",38,"Male","no"
1,1,1,1,1,1,1,4.8512946404,"r","16/08/2018","15:55",38,"Male","no"
1,1,0,0,1,1,1,5.44374179838,"r","16/08/2018","15:55",38,"Male","no"
1,1,0,0,0,0,1,4.49492663036,"r","16/08/2018","15:55",38,"Male","no"
1,0,0,1,0,0,1,4.67115283841,"r","16/08/2018","15:55",38,"Male","no"
1,1,0,0,1,1,1,3.43908113192,"r","16/08/2018","15:55",38,"Male","no"
1,1,1,1,0,0,1,5.66436515378,"r","16/08/2018","15:55",38,"Male","no"
1,0,1,0,1,1,1,3.86492195013,"r","16/08/2018","15:55",38,"Male","no"
1,1,0,0,1,1,1,4.04351594846,"r","16/08/2018","15:55",38,"Male","no"
1,0,0,1,0,0,1,4.19215579293,"r","16/08/2018","15:55",38,"Male","no"
1,0,1,0,0,0,1,3.86724795566,"r","16/08/2018","15:55",38,"Male","no"
1,1,1,1,1,1,1,3.94694356259,"r","16/08/2018","15:55",38,"Male","no"
1,1,1,1,0,0,1,2.35837873165,"r","16/08/2018","15:55",38,"Male","no"
1,0,0,1,1,1,1,5.08837387336,"r","16/08/2018","15:55",38,"Male","no"
1,0,1,0,0,0,1,4.10662617437,"r","16/08/2018","15:55",38,"Male","no"
1,0,0,1,1,1,1,3.76958497195,"r","16/08/2018","15:55",38,"Male","no"
1,0,1,0,1,1,1,9.76639018637,"r","16/08/2018","15:55",38,"Male","no"
1,1,0,0,0,0,1,4.85828333206,"r","16/08/2018","15:55",38,"Male","no"
1,1,1,1,0,0,1,7.87315379531,"r","16/08/2018","15:55",38,"Male","no"
1,0,0,1,1,1,1,3.28330553325,"r","16/08/2018","15:55",38,"Male","no"
1,1,0,0,0,0,1,5.83382475506,"r","16/08/2018","15:55",38,"Male","no"
1,1,1,1,1,1,1,3.89914248698,"r","16/08/2018","15:55",38,"Male","no"
1,0,1,0,1,1,1,4.9811012272,"r","16/08/2018","15:55",38,"Male","no"
1,1,0,0,0,0,1,3.78978758277,"r","16/08/2018","15:55",38,"Male","no"
1,0,0,1,1,1,1,3.05392119416,"r","16/08/2018","15:55",38,"Male","no"
1,0,0,1,1,1,1,4.33344418341,"r","16/08/2018","15:55",38,"Male","no"
1,1,0,0,1,1,1,2.79945106418,"r","16/08/2018","15:55",38,"Male","no"
1,1,1,1,1,1,1,3.76501126462,"r","16/08/2018","15:55",38,"Male","no"
1,0,0,1,0,0,1,4.51172621608,"r","16/08/2018","15:55",38,"Male","no"
1,0,1,0,0,0,1,4.22093328895,"r","16/08/2018","15:55",38,"Male","no"
1,1,1,1,0,0,1,5.28998879072,"r","16/08/2018","15:55",38,"Male","no"
1,1,0,0,0,0,1,4.20007987985,"r","16/08/2018","15:55",38,"Male","no"
1,1,0,0,0,0,1,3.64538745403,"r","16/08/2018","15:55",38,"Male","no"
1,1,0,0,1,1,1,3.0471746955,"r","16/08/2018","15:55",38,"Male","no"
1,1,1,1,0,0,1,2.53592897929,"r","16/08/2018","15:55",38,"Male","no"
1,0,1,0,1,1,1,4.92502410376,"r","16/08/2018","15:55",38,"Male","no"
1,0,1,0,0,0,1,3.67312830433,"r","16/08/2018","15:55",38,"Male","no"
1,0,0,1,0,0,1,2.94781422476,"r","16/08/2018","15:55",38,"Male","no"
1,1,1,1,0,0,1,2.66088711514,"r","16/08/2018","15:55",38,"Male","no"
1,1,0,0,1,1,1,3.59900570169,"r","16/08/2018","15:55",38,"Male","no"
1,0,1,0,0,0,1,4.08241709265,"r","16/08/2018","15:55",38,"Male","no"
1,1,1,1,0,0,1,2.82135054843,"r","16/08/2018","15:55",38,"Male","no"
1,0,0,1,0,0,1,2.45278097591,"r","16/08/2018","15:55",38,"Male","no"
1,0,1,0,1,1,1,5.57985246744,"r","16/08/2018","15:55",38,"Male","no"
1,0,0,1,0,0,1,2.96688381252,"r","16/08/2018","15:55",38,"Male","no"
1,0,0,1,0,0,1,2.05038676022,"r","16/08/2018","15:55",38,"Male","no"
1,0,1,0,1,1,1,3.58593507642,"r","16/08/2018","15:55",38,"Male","no"
1,0,0,1,1,1,1,3.37190733997,"r","16/08/2018","15:55",38,"Male","no"
1,1,0,0,1,1,1,2.93965448752,"r","16/08/2018","15:55",38,"Male","no"
1,1,1,1,1,1,1,3.85278678308,"r","16/08/2018","15:55",38,"Male","no"
1,0,1,0,0,0,1,2.87604982695,"r","16/08/2018","15:55",38,"Male","no"
1,1,0,0,1,1,1,3.08567231689,"r","16/08/2018","15:55",38,"Male","no"
1,1,1,1,1,1,1,3.20041583215,"r","16/08/2018","15:55",38,"Male","no"
1,0,1,0,0,0,1,2.43635961933,"r","16/08/2018","15:55",38,"Male","no"
1,0,0,1,1,1,1,4.04198650756,"r","16/08/2018","15:55",38,"Male","no"
1,1,1,1,1,1,1,4.29071330716,"r","16/08/2018","15:55",38,"Male","no"
10,1,0,0,1,1,1,2.86870830208,"r","22/08/2018","18:07",23,"Female","no"
10,1,0,0,1,1,1,3.20762485211,"r","22/08/2018","18:07",23,"Female","no"
10,1,1,1,1,1,1,4.21294863263,"r","22/08/2018","18:07",23,"Female","no"
10,1,0,0,0,0,1,3.89955100522,"r","22/08/2018","18:07",23,"Female","no"
10,0,1,0,0,0,1,5.47134864867,"r","22/08/2018","18:07",23,"Female","no"
10,1,1,1,1,1,1,3.67097496461,"r","22/08/2018","18:07",23,"Female","no"
10,0,0,1,1,1,1,2.88174931561,"r","22/08/2018","18:07",23,"Female","no"
10,1,1,1,1,1,1,3.18549843993,"r","22/08/2018","18:07",23,"Female","no"
10,0,1,0,1,1,1,2.78191031855,"r","22/08/2018","18:07",23,"Female","no"
10,0,0,1,0,0,1,3.51769221727,"r","22/08/2018","18:07",23,"Female","no"
10,1,0,0,1,1,1,2.951450919,"r","22/08/2018","18:07",23,"Female","no"
10,0,0,1,1,1,1,3.43248601547,"r","22/08/2018","18:07",23,"Female","no"
10,0,1,0,0,0,1,3.4325536349,"r","22/08/2018","18:07",23,"Female","no"
10,0,0,1,1,1,1,3.75941595608,"r","22/08/2018","18:07",23,"Female","no"
10,0,0,1,1,1,1,3.9846965145,"r","22/08/2018","18:07",23,"Female","no"
10,0,1,0,1,1,1,3.26408195487,"r","22/08/2018","18:07",23,"Female","no"
10,0,1,0,0,0,1,4.15858968105,"r","22/08/2018","18:07",23,"Female","no"
10,0,1,0,1,1,1,3.78825335937,"r","22/08/2018","18:07",23,"Female","no"
10,0,1,0,0,0,1,3.76954345149,"r","22/08/2018","18:07",23,"Female","no"
10,1,1,1,0,0,1,6.77851870285,"r","22/08/2018","18:07",23,"Female","no"
10,0,1,0,1,1,1,4.68023871833,"r","22/08/2018","18:07",23,"Female","no"
10,0,0,1,1,1,1,4.49729403923,"r","22/08/2018","18:07",23,"Female","no"
10,1,0,0,0,0,1,4.7326880151,"r","22/08/2018","18:07",23,"Female","no"
10,1,0,0,0,0,1,2.15763100017,"r","22/08/2018","18:07",23,"Female","no"
10,1,1,1,0,0,1,3.33841536012,"r","22/08/2018","18:07",23,"Female","no"
10,0,0,1,0,0,1,3.34377758906,"r","22/08/2018","18:07",23,"Female","no"
10,0,0,1,0,0,1,3.81983109763,"r","22/08/2018","18:07",23,"Female","no"
10,0,0,1,0,0,1,3.8160017594,"r","22/08/2018","18:07",23,"Female","no"
10,0,1,0,0,0,1,5.16938925874,"r","22/08/2018","18:07",23,"Female","no"
10,1,1,1,0,0,1,4.490142114,"r","22/08/2018","18:07",23,"Female","no"
10,1,0,0,0,0,1,2.20484465344,"r","22/08/2018","18:07",23,"Female","no"
10,1,1,1,0,0,1,4.66700605983,"r","22/08/2018","18:07",23,"Female","no"
10,1,0,0,1,1,1,2.89565632311,"r","22/08/2018","18:07",23,"Female","no"
10,0,1,0,1,1,1,3.55828527714,"r","22/08/2018","18:07",23,"Female","no"
10,0,0,1,0,0,1,3.37696701785,"r","22/08/2018","18:07",23,"Female","no"
10,1,0,0,1,1,1,3.38202849122,"r","22/08/2018","18:07",23,"Female","no"
10,1,1,1,0,0,1,2.6397979715,"r","22/08/2018","18:07",23,"Female","no"
10,1,1,1,1,1,1,3.1478591132,"r","22/08/2018","18:07",23,"Female","no"
10,1,1,1,1,1,1,3.83644112542,"r","22/08/2018","18:07",23,"Female","no"
10,1,0,0,0,0,1,2.51475933619,"r","22/08/2018","18:07",23,"Female","no"
10,0,1,0,0,0,1,6.26022032749,"r","22/08/2018","18:07",23,"Female","no"
10,0,0,1,0,0,1,1.92630259317,"r","22/08/2018","18:07",23,"Female","no"
10,0,1,0,0,0,1,4.43712147529,"r","22/08/2018","18:07",23,"Female","no"
10,1,1,1,1,1,1,3.99869772205,"r","22/08/2018","18:07",23,"Female","no"
10,0,0,1,0,0,1,1.77401578282,"r","22/08/2018","18:07",23,"Female","no"
10,0,1,0,1,1,1,3.16500883708,"r","22/08/2018","18:07",23,"Female","no"
10,1,1,1,1,1,1,3.25434953298,"r","22/08/2018","18:07",23,"Female","no"
10,1,0,0,0,0,1,2.21527152362,"r","22/08/2018","18:07",23,"Female","no"
10,1,0,0,0,0,1,2.27181413973,"r","22/08/2018","18:07",23,"Female","no"
10,1,1,1,0,0,1,4.83634602381,"r","22/08/2018","18:07",23,"Female","no"
10,0,0,1,0,0,1,2.41217728627,"r","22/08/2018","18:07",23,"Female","no"
10,1,0,0,0,0,1,1.98238322699,"r","22/08/2018","18:07",23,"Female","no"
10,1,0,0,1,1,1,2.83953894613,"r","22/08/2018","18:07",23,"Female","no"
10,1,0,0,0,0,1,2.93561412128,"r","22/08/2018","18:07",23,"Female","no"
10,0,1,0,1,1,1,3.15592032188,"r","22/08/2018","18:07",23,"Female","no"
10,0,1,0,1,1,1,3.41245141389,"r","22/08/2018","18:07",23,"Female","no"
10,0,1,0,0,0,1,1.80062421124,"r","22/08/2018","18:07",23,"Female","no"
10,0,0,1,1,1,1,2.07619916542,"r","22/08/2018","18:07",23,"Female","no"
10,0,1,0,0,0,1,1.99911613134,"r","22/08/2018","18:07",23,"Female","no"
10,1,1,1,0,0,1,5.65296403005,"r","22/08/2018","18:07",23,"Female","no"
10,0,0,1,0,0,1,2.93822429065,"r","22/08/2018","18:07",23,"Female","no"
10,1,1,1,1,1,1,3.54479315212,"r","22/08/2018","18:07",23,"Female","no"
10,0,0,1,0,0,1,2.30008846026,"r","22/08/2018","18:07",23,"Female","no"
10,1,1,1,1,1,1,3.25392283524,"r","22/08/2018","18:07",23,"Female","no"
10,0,1,0,1,1,1,2.79772280075,"r","22/08/2018","18:07",23,"Female","no"
10,1,0,0,1,1,1,2.57263994955,"r","22/08/2018","18:07",23,"Female","no"
10,0,1,0,1,1,1,2.42460391142,"r","22/08/2018","18:07",23,"Female","no"
10,1,0,0,1,1,1,2.45010964439,"r","22/08/2018","18:07",23,"Female","no"
10,0,0,1,1,1,1,2.53677099304,"r","22/08/2018","18:07",23,"Female","no"
10,1,1,1,0,0,1,1.94022140391,"r","22/08/2018","18:07",23,"Female","no"
10,0,1,0,0,0,1,3.21223572491,"r","22/08/2018","18:07",23,"Female","no"
10,1,1,1,0,0,1,5.36763419452,"r","22/08/2018","18:07",23,"Female","no"
10,0,0,1,1,1,1,2.86142449157,"r","22/08/2018","18:07",23,"Female","no"
10,1,1,1,0,0,1,4.95245038641,"r","22/08/2018","18:07",23,"Female","no"
10,1,1,1,1,1,1,1.62157022784,"r","22/08/2018","18:07",23,"Female","no"
10,1,0,0,1,1,1,2.76933632368,"r","22/08/2018","18:07",23,"Female","no"
10,1,0,0,0,0,1,4.73926626669,"r","22/08/2018","18:07",23,"Female","no"
10,0,0,1,1,1,1,2.16282890109,"r","22/08/2018","18:07",23,"Female","no"
10,0,0,1,1,1,1,2.69101823042,"r","22/08/2018","18:07",23,"Female","no"
10,1,0,0,1,1,1,2.30042121942,"r","22/08/2018","18:07",23,"Female","no"
10,0,1,0,0,0,1,4.24047527542,"r","22/08/2018","18:07",23,"Female","no"
10,1,0,0,0,0,1,2.7089006501,"r","22/08/2018","18:07",23,"Female","no"
10,0,0,1,0,0,1,1.98668340906,"r","22/08/2018","18:07",23,"Female","no"
10,0,1,0,1,1,1,3.22516936318,"r","22/08/2018","18:07",23,"Female","no"
10,1,0,0,0,0,1,3.42112730532,"r","22/08/2018","18:07",23,"Female","no"
10,0,1,0,0,0,1,3.0143736199,"r","22/08/2018","18:07",23,"Female","no"
10,1,0,0,1,1,1,2.75989031871,"r","22/08/2018","18:07",23,"Female","no"
10,1,1,1,0,0,1,3.65521736095,"r","22/08/2018","18:07",23,"Female","no"
10,0,1,0,1,1,1,2.19197871841,"r","22/08/2018","18:07",23,"Female","no"
10,0,1,0,0,0,1,2.92469749105,"r","22/08/2018","18:07",23,"Female","no"
10,0,1,0,1,1,1,2.54202112237,"r","22/08/2018","18:07",23,"Female","no"
10,1,0,0,1,1,1,2.44481329072,"r","22/08/2018","18:07",23,"Female","no"
10,0,0,1,0,0,1,2.01879792899,"r","22/08/2018","18:07",23,"Female","no"
10,0,0,1,1,1,1,2.16417156934,"r","22/08/2018","18:07",23,"Female","no"
10,1,1,1,0,0,1,2.73305773601,"r","22/08/2018","18:07",23,"Female","no"
10,1,1,1,1,1,1,1.45880421341,"r","22/08/2018","18:07",23,"Female","no"
10,1,1,1,1,1,1,3.29574760675,"r","22/08/2018","18:07",23,"Female","no"
10,0,0,1,1,1,1,1.71550259678,"r","22/08/2018","18:07",23,"Female","no"
10,1,1,1,1,1,1,2.87543683782,"r","22/08/2018","18:07",23,"Female","no"
10,1,1,1,1,1,1,2.90997028839,"r","22/08/2018","18:07",23,"Female","no"
10,1,0,0,1,1,1,2.05992863439,"r","22/08/2018","18:07",23,"Female","no"
10,0,0,1,1,1,1,2.52803200239,"r","22/08/2018","18:07",23,"Female","no"
10,1,0,0,1,1,1,2.06064914557,"r","22/08/2018","18:07",23,"Female","no"
10,0,1,0,0,0,1,3.48330775746,"r","22/08/2018","18:07",23,"Female","no"
10,1,1,1,0,0,1,2.73621437916,"r","22/08/2018","18:07",23,"Female","no"
10,1,1,1,1,1,1,1.78216042102,"r","22/08/2018","18:07",23,"Female","no"
10,0,1,0,0,0,1,4.33401556465,"r","22/08/2018","18:07",23,"Female","no"
10,1,0,0,0,0,1,2.75532131247,"r","22/08/2018","18:07",23,"Female","no"
10,1,0,0,1,1,1,2.09335092863,"r","22/08/2018","18:07",23,"Female","no"
10,1,1,1,0,0,1,2.39854913354,"r","22/08/2018","18:07",23,"Female","no"
10,1,0,0,0,0,1,3.51838348887,"r","22/08/2018","18:07",23,"Female","no"
10,0,0,1,0,0,1,2.59320962755,"r","22/08/2018","18:07",23,"Female","no"
10,0,1,0,1,1,1,3.49384137688,"r","22/08/2018","18:07",23,"Female","no"
10,0,0,1,1,1,1,2.40590606183,"r","22/08/2018","18:07",23,"Female","no"
10,1,0,0,0,0,1,2.13734238551,"r","22/08/2018","18:07",23,"Female","no"
10,1,1,1,0,0,1,3.53227565,"r","22/08/2018","18:07",23,"Female","no"
10,0,0,1,1,1,1,1.71953703473,"r","22/08/2018","18:07",23,"Female","no"
10,0,0,1,0,0,1,3.56012173878,"r","22/08/2018","18:07",23,"Female","no"
10,0,0,1,0,0,1,2.95573676844,"r","22/08/2018","18:07",23,"Female","no"
10,0,1,0,1,1,1,2.37570306721,"r","22/08/2018","18:07",23,"Female","no"
10,0,1,0,1,1,1,3.93352561089,"r","22/08/2018","18:07",23,"Female","no"
10,0,0,1,1,1,1,2.48116949552,"r","22/08/2018","18:07",23,"Female","no"
10,1,1,1,0,0,1,4.79188976286,"r","22/08/2018","18:07",23,"Female","no"
10,0,1,0,0,0,1,2.87235931373,"r","22/08/2018","18:07",23,"Female","no"
10,1,0,0,1,1,1,2.34519475149,"r","22/08/2018","18:07",23,"Female","no"
10,0,0,1,0,0,1,2.188337368,"r","22/08/2018","18:07",23,"Female","no"
10,1,1,1,1,1,1,3.84228115518,"r","22/08/2018","18:07",23,"Female","no"
10,0,1,0,1,1,1,3.97400686593,"r","22/08/2018","18:07",23,"Female","no"
10,1,0,0,1,1,1,4.50740970696,"r","22/08/2018","18:07",23,"Female","no"
10,0,1,0,0,0,1,3.27133282334,"r","22/08/2018","18:07",23,"Female","no"
10,1,1,1,1,1,1,3.06962893398,"r","22/08/2018","18:07",23,"Female","no"
10,0,1,0,0,0,1,3.3941658119,"r","22/08/2018","18:07",23,"Female","no"
10,0,0,1,1,1,1,2.89044579562,"r","22/08/2018","18:07",23,"Female","no"
10,1,1,1,1,1,1,2.18666478321,"r","22/08/2018","18:07",23,"Female","no"
10,1,1,1,1,1,1,2.96595331686,"r","22/08/2018","18:07",23,"Female","no"
10,0,0,1,0,0,1,2.26184088118,"r","22/08/2018","18:07",23,"Female","no"
10,1,0,0,0,0,1,2.33927885718,"r","22/08/2018","18:07",23,"Female","no"
10,1,0,0,0,0,1,3.31379737193,"r","22/08/2018","18:07",23,"Female","no"
10,0,0,1,1,1,1,1.86657805548,"r","22/08/2018","18:07",23,"Female","no"
10,1,0,0,1,1,1,1.74212953234,"r","22/08/2018","18:07",23,"Female","no"
10,0,1,0,1,1,1,2.93407948882,"r","22/08/2018","18:07",23,"Female","no"
10,1,0,0,1,1,1,2.14493531945,"r","22/08/2018","18:07",23,"Female","no"
10,1,0,0,0,0,1,1.92647181558,"r","22/08/2018","18:07",23,"Female","no"
10,0,0,1,0,0,1,1.90978632669,"r","22/08/2018","18:07",23,"Female","no"
10,1,1,1,0,0,1,2.84632081397,"r","22/08/2018","18:07",23,"Female","no"
10,0,0,1,1,1,1,2.79944641083,"r","22/08/2018","18:07",23,"Female","no"
10,0,0,1,0,0,1,1.26083030997,"r","22/08/2018","18:07",23,"Female","no"
10,1,1,1,1,1,1,2.34503884867,"r","22/08/2018","18:07",23,"Female","no"
10,0,1,0,1,1,1,2.90610942462,"r","22/08/2018","18:07",23,"Female","no"
10,0,0,1,1,1,1,1.43359107308,"r","22/08/2018","18:07",23,"Female","no"
10,1,1,1,0,0,1,1.46106001596,"r","22/08/2018","18:07",23,"Female","no"
10,0,1,0,0,0,1,3.09126483976,"r","22/08/2018","18:07",23,"Female","no"
10,1,1,1,0,0,1,4.49677474162,"r","22/08/2018","18:07",23,"Female","no"
10,0,1,0,0,0,1,2.15479618243,"r","22/08/2018","18:07",23,"Female","no"
10,1,0,0,0,0,1,3.00493188007,"r","22/08/2018","18:07",23,"Female","no"
10,1,0,0,1,1,1,1.17738408924,"r","22/08/2018","18:07",23,"Female","no"
10,1,0,0,0,0,1,1.74563599522,"r","22/08/2018","18:07",23,"Female","no"
10,1,1,1,0,0,1,2.29618153417,"r","22/08/2018","18:07",23,"Female","no"
10,0,0,1,0,0,1,1.81910028314,"r","22/08/2018","18:07",23,"Female","no"
10,0,1,0,1,1,1,2.86435751904,"r","22/08/2018","18:07",23,"Female","no"
100,1,1,1,1,1,1,9.88328341348,"r","26/11/2018","14:09",21,"Female","no"
100,1,0,0,0,0,1,4.96278367897,"r","26/11/2018","14:09",21,"Female","no"
100,0,1,0,1,1,1,5.6643192178,"r","26/11/2018","14:09",21,"Female","no"
