"any_single","deskmate","sim_s1_s2","girl_s1","girl_s2","roma_s1","roma_s2","gpa_s1","gpa_s2","friend","friend_s1","friend_s2","girl_match","roma_match","mean_gpa","diff_gpa","sim_s1_s2_std","size","size","gendermatch","class_id","school_id","s1","s2"
0,0,0.666666666666667,1,0,0,0,5,5,0,0,0,"1","0",5,0,-0.183763256050186,"26",26,0,77110,86,596026,573884
0,0,0.97,1,1,0,0,5,4.6,0,0,1,"2","0",4.8,0.4,1.15063964920133,"26",26,1,77110,86,596026,413359
0,0,0.636666666666667,1,0,0,0,5,4.6,0,0,0,"1","0",4.8,0.4,-0.31573716975638,"26",26,0,77110,86,596026,839763
0,0,1,1,1,0,0,5,5,1,1,1,"2","0",5,0,1.28261356290753,"26",26,1,77110,86,596026,818282
0,0,0.615384615384615,1,0,0,0,5,NA,0,0,0,"1","0",NA,NA,-0.409359689735988,"26",26,0,77110,86,596026,684158
0,0,0.65,1,0,0,0,5,4.8,0,0,0,"1","0",4.9,0.2,-0.257082096998072,"26",26,0,77110,86,596026,994145
0,0,1,1,1,0,0,5,5,1,1,1,"2","0",5,0,1.28261356290753,"26",26,1,77110,86,596026,929617
1,0,0.615384615384615,1,0,0,0,5,NA,0,0,0,"1","0",NA,NA,-0.409359689735988,"26",26,0,77110,86,596026,277376
0,1,1,0,0,0,0,NA,4.8,0,0,0,"0","0",NA,NA,1.28261356290753,"26",26,1,77110,86,811178,564918
0,0,1,0,0,0,0,NA,5,0,0,0,"0","0",NA,NA,1.28261356290753,"26",26,1,77110,86,811178,573884
0,0,0.5,0,1,0,0,NA,4.6,0,0,0,"1","0",NA,NA,-0.916951665529042,"26",26,0,77110,86,811178,413359
0,0,1,0,0,0,0,NA,4.6,0,0,0,"0","0",NA,NA,1.28261356290753,"26",26,1,77110,86,811178,839763
0,0,0.5,0,1,0,0,NA,5,0,0,0,"1","0",NA,NA,-0.916951665529042,"26",26,0,77110,86,811178,818282
0,0,1,0,0,0,0,NA,NA,0,0,1,"0","0",NA,NA,1.28261356290753,"26",26,1,77110,86,811178,684158
0,0,1,0,0,0,0,NA,4.8,0,0,0,"0","0",NA,NA,1.28261356290753,"26",26,1,77110,86,811178,994145
0,0,0.5,0,1,0,0,NA,5,0,0,0,"1","0",NA,NA,-0.916951665529042,"26",26,0,77110,86,811178,929617
1,0,1,0,0,0,0,NA,NA,1,1,1,"0","0",NA,NA,1.28261356290753,"26",26,1,77110,86,811178,277376
0,0,0.983333333333334,0,0,0,0,4.8,5,0,0,0,"0","0",4.9,0.2,1.20929472195964,"26",26,1,77110,86,564918,573884
0,0,0.653333333333333,0,1,0,0,4.8,4.6,0,0,0,"1","0",4.7,0.2,-0.242418328808495,"26",26,0,77110,86,564918,413359
0,0,0.986666666666667,0,0,0,0,4.8,4.6,1,1,1,"0","0",4.7,0.2,1.22395849014922,"26",26,1,77110,86,564918,839763
0,0,0.65,0,1,0,0,4.8,5,0,0,0,"1","0",4.9,0.2,-0.257082096998072,"26",26,0,77110,86,564918,818282
0,0,1,0,0,0,0,4.8,NA,0,0,0,"0","0",NA,NA,1.28261356290753,"26",26,1,77110,86,564918,684158
0,0,1,0,0,0,0,4.8,4.8,0,1,0,"0","0",4.8,0,1.28261356290753,"26",26,1,77110,86,564918,994145
0,0,0.65,0,1,0,0,4.8,5,0,0,0,"1","0",4.9,0.2,-0.257082096998072,"26",26,0,77110,86,564918,929617
1,0,1,0,0,0,0,4.8,NA,0,0,0,"0","0",NA,NA,1.28261356290753,"26",26,1,77110,86,564918,277376
0,0,0.636666666666667,0,1,0,0,5,4.6,0,0,0,"1","0",4.8,0.4,-0.31573716975638,"26",26,0,77110,86,573884,413359
0,0,0.97,0,0,0,0,5,4.6,1,1,1,"0","0",4.8,0.4,1.15063964920133,"26",26,1,77110,86,573884,839763
0,0,0.666666666666667,0,1,0,0,5,5,0,0,0,"1","0",5,0,-0.183763256050186,"26",26,0,77110,86,573884,818282
0,0,1,0,0,0,0,5,NA,0,0,0,"0","0",NA,NA,1.28261356290753,"26",26,1,77110,86,573884,684158
0,0,0.983333333333334,0,0,0,0,5,4.8,0,0,1,"0","0",4.9,0.2,1.20929472195964,"26",26,1,77110,86,573884,994145
0,0,0.666666666666667,0,1,0,0,5,5,0,0,0,"1","0",5,0,-0.183763256050186,"26",26,0,77110,86,573884,929617
1,0,1,0,0,0,0,5,NA,1,1,1,"0","0",NA,NA,1.28261356290753,"26",26,1,77110,86,573884,277376
0,1,0.666666666666667,1,0,0,0,4.6,4.6,0,0,0,"1","0",4.6,0,-0.183763256050186,"26",26,0,77110,86,413359,839763
0,0,0.97,1,1,0,0,4.6,5,0,0,0,"2","0",4.8,0.4,1.15063964920133,"26",26,1,77110,86,413359,818282
0,0,0.6,1,0,0,0,4.6,NA,0,0,0,"1","0",NA,NA,-0.477038619841729,"26",26,0,77110,86,413359,684158
0,0,0.653333333333333,1,0,0,0,4.6,4.8,0,0,0,"1","0",4.7,0.2,-0.242418328808495,"26",26,0,77110,86,413359,994145
0,0,0.97,1,1,0,0,4.6,5,0,0,0,"2","0",4.8,0.4,1.15063964920133,"26",26,1,77110,86,413359,929617
1,0,0.6,1,0,0,0,4.6,NA,0,0,0,"1","0",NA,NA,-0.477038619841729,"26",26,0,77110,86,413359,277376
0,0,0.636666666666667,0,1,0,0,4.6,5,0,0,0,"1","0",4.8,0.4,-0.31573716975638,"26",26,0,77110,86,839763,818282
0,0,0.984615384615385,0,0,0,0,4.6,NA,0,0,0,"0","0",NA,NA,1.21493463280179,"26",26,1,77110,86,839763,684158
0,0,0.986666666666667,0,0,0,0,4.6,4.8,0,0,1,"0","0",4.7,0.2,1.22395849014922,"26",26,1,77110,86,839763,994145
0,0,0.636666666666667,0,1,0,0,4.6,5,0,0,0,"1","0",4.8,0.4,-0.31573716975638,"26",26,0,77110,86,839763,929617
1,0,0.984615384615385,0,0,0,0,4.6,NA,1,1,1,"0","0",NA,NA,1.21493463280179,"26",26,1,77110,86,839763,277376
0,1,0.615384615384615,1,0,0,0,5,NA,0,0,0,"1","0",NA,NA,-0.409359689735988,"26",26,0,77110,86,818282,684158
0,0,0.65,1,0,0,0,5,4.8,0,0,0,"1","0",4.9,0.2,-0.257082096998072,"26",26,0,77110,86,818282,994145
0,0,1,1,1,0,0,5,5,0,0,0,"2","0",5,0,1.28261356290753,"26",26,1,77110,86,818282,929617
1,0,0.615384615384615,1,0,0,0,5,NA,0,0,0,"1","0",NA,NA,-0.409359689735988,"26",26,0,77110,86,818282,277376
0,0,1,0,0,0,0,NA,4.8,0,0,0,"0","0",NA,NA,1.28261356290753,"26",26,1,77110,86,684158,994145
0,0,0.615384615384615,0,1,0,0,NA,5,0,0,0,"1","0",NA,NA,-0.409359689735988,"26",26,0,77110,86,684158,929617
1,0,1,0,0,0,0,NA,NA,0,1,0,"0","0",NA,NA,1.28261356290753,"26",26,1,77110,86,684158,277376
0,1,0.65,0,1,0,0,4.8,5,0,0,0,"1","0",4.9,0.2,-0.257082096998072,"26",26,0,77110,86,994145,929617
1,0,1,0,0,0,0,4.8,NA,0,1,0,"0","0",NA,NA,1.28261356290753,"26",26,1,77110,86,994145,277376
1,0,0.615384615384615,1,0,0,0,5,NA,0,0,0,"1","0",NA,NA,-0.409359689735988,"26",26,0,77110,86,929617,277376
0,1,0.3,0,1,NA,NA,NA,NA,1,1,1,"1",NA,NA,NA,-1.79677775690367,"15",15,0,10227,86,644678,467326
1,0,0.225,0,1,NA,NA,NA,4.4,0,0,0,"1",NA,NA,NA,-2.12671254116916,"15",15,0,10227,86,644678,36179
1,0,0.8,0,0,NA,NA,NA,4.8,1,1,1,"0",NA,NA,NA,0.4027874715329,"15",15,1,10227,86,644678,197501
0,0,0.2,0,1,NA,NA,NA,NA,0,0,0,"1",NA,NA,NA,-2.23669080259099,"15",15,0,10227,86,644678,680468
0,0,0.225,0,1,NA,NA,NA,4.4,0,0,0,"1",NA,NA,NA,-2.12671254116916,"15",15,0,10227,86,644678,571463
0,0,0.9,0,0,NA,NA,NA,4,1,1,1,"0",NA,NA,NA,0.842700517220215,"15",15,1,10227,86,644678,276356
0,0,0.925,0,0,NA,NA,NA,3,0,0,1,"0",NA,NA,NA,0.952678778642044,"15",15,1,10227,86,644678,145563
1,0,0.85,0,0,NA,NA,NA,4.2,0,0,0,"0",NA,NA,NA,0.622743994376558,"15",15,1,10227,86,644678,633457
0,0,0.925,0,0,NA,NA,NA,3.6,0,0,0,"0",NA,NA,NA,0.952678778642042,"15",15,1,10227,86,644678,951648
0,0,0.2,0,1,NA,NA,NA,4.8,0,0,0,"1",NA,NA,NA,-2.23669080259099,"15",15,0,10227,86,644678,142908
0,0,0.875,0,0,NA,NA,NA,NA,0,1,0,"0",NA,NA,NA,0.732722255798386,"15",15,1,10227,86,644678,799406
0,0,0.2,0,1,NA,NA,NA,NA,0,0,0,"1",NA,NA,NA,-2.23669080259099,"15",15,0,10227,86,644678,82199
0,0,0.95,0,0,NA,NA,NA,NA,0,0,1,"0",NA,NA,NA,1.06265704006387,"15",15,1,10227,86,644678,922336
1,0,0.8,0,0,NA,NA,NA,NA,0,0,0,"0",NA,NA,NA,0.4027874715329,"15",15,1,10227,86,644678,821991
1,0,0.925,1,1,NA,NA,NA,4.4,0,0,0,"2",NA,NA,NA,0.952678778642042,"15",15,1,10227,86,467326,36179
1,0,0.25,1,0,NA,NA,NA,4.8,1,1,1,"1",NA,NA,NA,-2.01673427974733,"15",15,0,10227,86,467326,197501
0,0,0.971428571428571,1,1,NA,NA,NA,NA,1,1,1,"2",NA,NA,NA,1.15692412128258,"15",15,1,10227,86,467326,680468
0,0,0.925,1,1,NA,NA,NA,4.4,0,0,1,"2",NA,NA,NA,0.952678778642042,"15",15,1,10227,86,467326,571463
0,0,0.35,1,0,NA,NA,NA,4,0,0,0,"1",NA,NA,NA,-1.57682123406001,"15",15,0,10227,86,467326,276356
0,0,0.325,1,0,NA,NA,NA,3,0,0,0,"1",NA,NA,NA,-1.68679949548184,"15",15,0,10227,86,467326,145563
1,0,0.3,1,0,NA,NA,NA,4.2,0,0,0,"1",NA,NA,NA,-1.79677775690367,"15",15,0,10227,86,467326,633457
0,0,0.325,1,0,NA,NA,NA,3.6,0,0,0,"1",NA,NA,NA,-1.68679949548184,"15",15,0,10227,86,467326,951648
0,0,0.9,1,1,NA,NA,NA,4.8,0,1,0,"2",NA,NA,NA,0.842700517220214,"15",15,1,10227,86,467326,142908
0,0,0.325,1,0,NA,NA,NA,NA,0,0,0,"1",NA,NA,NA,-1.68679949548184,"15",15,0,10227,86,467326,799406
0,0,0.9,1,1,NA,NA,NA,NA,0,0,1,"2",NA,NA,NA,0.842700517220214,"15",15,1,10227,86,467326,82199
0,0,0.35,1,0,NA,NA,NA,NA,0,0,0,"1",NA,NA,NA,-1.57682123406001,"15",15,0,10227,86,467326,922336
1,0,0.25,1,0,NA,NA,NA,NA,0,0,0,"1",NA,NA,NA,-2.01673427974733,"15",15,0,10227,86,467326,821991
1,0,0.41,1,0,NA,NA,4.4,4.8,0,1,0,"1",NA,4.6,0.399999999999999,-1.31287340664763,"15",15,0,10227,86,36179,197501
1,0,0.971428571428571,1,1,NA,NA,4.4,NA,0,1,0,"2",NA,NA,NA,1.15692412128258,"15",15,1,10227,86,36179,680468
1,0,1,1,1,NA,NA,4.4,4.4,0,0,1,"2",NA,4.4,0,1.28261356290753,"15",15,1,10227,86,36179,571463
1,0,0.372222222222222,1,0,NA,NA,4.4,4,0,0,0,"1",NA,4.2,0.4,-1.47906277946283,"15",15,0,10227,86,36179,276356
1,0,0.35,1,0,NA,NA,4.4,3,0,0,0,"1",NA,3.7,1.4,-1.57682123406001,"15",15,0,10227,86,36179,145563
1,0,0.435,1,0,NA,NA,4.4,4.2,0,0,0,"1",NA,4.3,0.2,-1.2028951452258,"15",15,0,10227,86,36179,633457
1,0,0.415,1,0,NA,NA,4.4,3.6,0,0,0,"1",NA,4,0.8,-1.29087775436326,"15",15,0,10227,86,36179,951648
1,0,0.955,1,1,NA,NA,4.4,4.8,1,1,1,"2",NA,4.6,0.399999999999999,1.08465269234824,"15",15,1,10227,86,36179,142908
1,0,0.35,1,0,NA,NA,4.4,NA,0,0,0,"1",NA,NA,NA,-1.57682123406001,"15",15,0,10227,86,36179,799406
1,0,0.975,1,1,NA,NA,4.4,NA,1,1,1,"2",NA,NA,NA,1.1726353014857,"15",15,1,10227,86,36179,82199
1,0,0.275,1,0,NA,NA,4.4,NA,0,0,0,"1",NA,NA,NA,-1.9067560183255,"15",15,0,10227,86,36179,922336
1,0,0.325,1,0,NA,NA,4.4,NA,0,0,0,"1",NA,NA,NA,-1.68679949548184,"15",15,0,10227,86,36179,821991
1,0,0.228571428571429,0,1,NA,NA,4.8,NA,0,0,0,"1",NA,NA,NA,-2.11100136096604,"15",15,0,10227,86,197501,680468
1,0,0.41,0,1,NA,NA,4.8,4.4,0,0,0,"1",NA,4.6,0.399999999999999,-1.31287340664763,"15",15,0,10227,86,197501,571463
1,0,0.911111111111111,0,0,NA,NA,4.8,4,1,1,1,"0",NA,4.4,0.8,0.891579744518806,"15",15,1,10227,86,197501,276356
1,0,0.81,0,0,NA,NA,4.8,3,0,0,1,"0",NA,3.9,1.8,0.446778776101632,"15",15,1,10227,86,197501,145563
1,0,0.935,0,0,NA,NA,4.8,4.2,0,0,1,"0",NA,4.5,0.6,0.996670083210774,"15",15,1,10227,86,197501,633457
1,0,0.875,0,0,NA,NA,4.8,3.6,1,1,1,"0",NA,4.2,1.2,0.732722255798386,"15",15,1,10227,86,197501,951648
1,0,0.455,0,1,NA,NA,4.8,4.8,0,0,1,"1",NA,4.8,0,-1.11491253608833,"15",15,0,10227,86,197501,142908
1,0,0.925,0,0,NA,NA,4.8,NA,0,0,0,"0",NA,NA,NA,0.952678778642044,"15",15,1,10227,86,197501,799406
1,0,0.35,0,1,NA,NA,4.8,NA,0,0,0,"1",NA,NA,NA,-1.57682123406001,"15",15,0,10227,86,197501,82199
1,0,0.85,0,0,NA,NA,4.8,NA,0,0,0,"0",NA,NA,NA,0.622743994376558,"15",15,1,10227,86,197501,922336
1,0,1,0,0,NA,NA,4.8,NA,0,0,0,"0",NA,NA,NA,1.28261356290753,"15",15,1,10227,86,197501,821991
0,1,0.971428571428571,1,1,NA,NA,NA,4.4,1,1,1,"2",NA,NA,NA,1.15692412128258,"15",15,1,10227,86,680468,571463
0,0,0.257142857142857,1,0,NA,NA,NA,4,0,0,0,"1",NA,NA,NA,-1.98531191934109,"15",15,0,10227,86,680468,276356
0,0,0.2,1,0,NA,NA,NA,3,0,0,0,"1",NA,NA,NA,-2.23669080259099,"15",15,0,10227,86,680468,145563
1,0,0.257142857142857,1,0,NA,NA,NA,4.2,0,0,0,"1",NA,NA,NA,-1.98531191934109,"15",15,0,10227,86,680468,633457
0,0,0.228571428571429,1,0,NA,NA,NA,3.6,0,0,0,"1",NA,NA,NA,-2.11100136096604,"15",15,0,10227,86,680468,951648
0,0,0.971428571428571,1,1,NA,NA,NA,4.8,1,1,1,"2",NA,NA,NA,1.15692412128258,"15",15,1,10227,86,680468,142908
0,0,0.285714285714286,1,0,NA,NA,NA,NA,0,0,0,"1",NA,NA,NA,-1.85962247771615,"15",15,0,10227,86,680468,799406
0,0,0.971428571428571,1,1,NA,NA,NA,NA,1,1,1,"2",NA,NA,NA,1.15692412128258,"15",15,1,10227,86,680468,82199
0,0,0.228571428571429,1,0,NA,NA,NA,NA,0,0,0,"1",NA,NA,NA,-2.11100136096604,"15",15,0,10227,86,680468,922336
1,0,0.228571428571429,1,0,NA,NA,NA,NA,0,0,0,"1",NA,NA,NA,-2.11100136096604,"15",15,0,10227,86,680468,821991
0,0,0.372222222222222,1,0,NA,NA,4.4,4,0,0,0,"1",NA,4.2,0.4,-1.47906277946283,"15",15,0,10227,86,571463,276356
0,0,0.35,1,0,NA,NA,4.4,3,0,0,0,"1",NA,3.7,1.4,-1.57682123406001,"15",15,0,10227,86,571463,145563
1,0,0.435,1,0,NA,NA,4.4,4.2,0,0,0,"1",NA,4.3,0.2,-1.2028951452258,"15",15,0,10227,86,571463,633457
0,0,0.415,1,0,NA,NA,4.4,3.6,0,0,0,"1",NA,4,0.8,-1.29087775436326,"15",15,0,10227,86,571463,951648
0,0,0.955,1,1,NA,NA,4.4,4.8,0,1,0,"2",NA,4.6,0.399999999999999,1.08465269234824,"15",15,1,10227,86,571463,142908
0,0,0.35,1,0,NA,NA,4.4,NA,0,0,0,"1",NA,NA,NA,-1.57682123406001,"15",15,0,10227,86,571463,799406
0,0,0.975,1,1,NA,NA,4.4,NA,0,1,0,"2",NA,NA,NA,1.1726353014857,"15",15,1,10227,86,571463,82199
0,0,0.275,1,0,NA,NA,4.4,NA,0,0,0,"1",NA,NA,NA,-1.9067560183255,"15",15,0,10227,86,571463,922336
1,0,0.325,1,0,NA,NA,4.4,NA,0,0,1,"1",NA,NA,NA,-1.68679949548184,"15",15,0,10227,86,571463,821991
0,1,0.877777777777778,0,0,NA,NA,4,3,0,0,1,"0",NA,3.5,1,0.744942062623034,"15",15,1,10227,86,276356,145563
1,0,0.927777777777778,0,0,NA,NA,4,4.2,0,0,1,"0",NA,4.1,0.2,0.96489858546669,"15",15,1,10227,86,276356,633457
0,0,0.95,0,0,NA,NA,4,3.6,0,1,0,"0",NA,3.8,0.4,1.06265704006387,"15",15,1,10227,86,276356,951648
0,0,0.377777777777778,0,1,NA,NA,4,4.8,0,0,0,"1",NA,4.4,0.8,-1.45462316581354,"15",15,0,10227,86,276356,142908
0,0,0.975,0,0,NA,NA,4,NA,1,1,1,"0",NA,NA,NA,1.1726353014857,"15",15,1,10227,86,276356,799406
0,0,0.3,0,1,NA,NA,4,NA,0,0,0,"1",NA,NA,NA,-1.79677775690367,"15",15,0,10227,86,276356,82199
0,0,0.95,0,0,NA,NA,4,NA,0,0,1,"0",NA,NA,NA,1.06265704006387,"15",15,1,10227,86,276356,922336
1,0,0.9,0,0,NA,NA,4,NA,0,0,0,"0",NA,NA,NA,0.842700517220215,"15",15,1,10227,86,276356,821991
1,0,0.875,0,0,NA,NA,3,4.2,0,0,0,"0",NA,3.6,1.2,0.732722255798386,"15",15,1,10227,86,145563,633457
0,0,0.935,0,0,NA,NA,3,3.6,0,0,0,"0",NA,3.3,0.6,0.996670083210775,"15",15,1,10227,86,145563,951648
0,0,0.305,0,1,NA,NA,3,4.8,0,0,0,"1",NA,3.9,1.8,-1.77478210461931,"15",15,0,10227,86,145563,142908
0,0,0.9,0,0,NA,NA,3,NA,0,0,0,"0",NA,NA,NA,0.842700517220215,"15",15,1,10227,86,145563,799406
0,0,0.225,0,1,NA,NA,3,NA,0,0,0,"1",NA,NA,NA,-2.12671254116916,"15",15,0,10227,86,145563,82199
0,0,0.975,0,0,NA,NA,3,NA,0,1,0,"0",NA,NA,NA,1.1726353014857,"15",15,1,10227,86,145563,922336
1,0,0.825,0,0,NA,NA,3,NA,0,0,0,"0",NA,NA,NA,0.512765732954729,"15",15,1,10227,86,145563,821991
1,0,0.94,0,0,NA,NA,4.2,3.6,1,1,1,"0",NA,3.9,0.6,1.01866573549514,"15",15,1,10227,86,633457,951648
1,0,0.39,0,1,NA,NA,4.2,4.8,0,0,0,"1",NA,4.5,0.6,-1.40085601578509,"15",15,0,10227,86,633457,142908
1,0,0.975,0,0,NA,NA,4.2,NA,0,1,0,"0",NA,NA,NA,1.1726353014857,"15",15,1,10227,86,633457,799406
1,0,0.3,0,1,NA,NA,4.2,NA,0,0,0,"1",NA,NA,NA,-1.79677775690367,"15",15,0,10227,86,633457,82199
1,0,0.9,0,0,NA,NA,4.2,NA,0,0,1,"0",NA,NA,NA,0.842700517220215,"15",15,1,10227,86,633457,922336
1,0,0.95,0,0,NA,NA,4.2,NA,1,1,1,"0",NA,NA,NA,1.06265704006387,"15",15,1,10227,86,633457,821991
0,1,0.37,0,1,NA,NA,3.6,4.8,0,0,0,"1",NA,4.2,1.2,-1.48883862492255,"15",15,0,10227,86,951648,142908
0,0,0.95,0,0,NA,NA,3.6,NA,0,0,0,"0",NA,NA,NA,1.06265704006387,"15",15,1,10227,86,951648,799406
0,0,0.275,0,1,NA,NA,3.6,NA,0,0,0,"1",NA,NA,NA,-1.9067560183255,"15",15,0,10227,86,951648,82199
0,0,0.975,0,0,NA,NA,3.6,NA,0,0,0,"0",NA,NA,NA,1.1726353014857,"15",15,1,10227,86,951648,922336
1,0,0.875,0,0,NA,NA,3.6,NA,0,0,0,"0",NA,NA,NA,0.732722255798386,"15",15,1,10227,86,951648,821991
0,0,0.325,1,0,NA,NA,4.8,NA,0,0,0,"1",NA,NA,NA,-1.68679949548184,"15",15,0,10227,86,142908,799406
0,0,1,1,1,NA,NA,4.8,NA,1,1,1,"2",NA,NA,NA,1.28261356290753,"15",15,1,10227,86,142908,82199
0,0,0.25,1,0,NA,NA,4.8,NA,0,0,0,"1",NA,NA,NA,-2.01673427974733,"15",15,0,10227,86,142908,922336
1,0,0.35,1,0,NA,NA,4.8,NA,0,0,0,"1",NA,NA,NA,-1.57682123406001,"15",15,0,10227,86,142908,821991
0,0,0.325,0,1,NA,NA,NA,NA,0,0,0,"1",NA,NA,NA,-1.68679949548184,"15",15,0,10227,86,799406,82199
0,0,0.925,0,0,NA,NA,NA,NA,0,0,0,"0",NA,NA,NA,0.952678778642044,"15",15,1,10227,86,799406,922336
1,0,0.925,0,0,NA,NA,NA,NA,0,0,0,"0",NA,NA,NA,0.952678778642044,"15",15,1,10227,86,799406,821991
0,1,0.25,1,0,NA,NA,NA,NA,0,0,0,"1",NA,NA,NA,-2.01673427974733,"15",15,0,10227,86,82199,922336
1,0,0.35,1,0,NA,NA,NA,NA,0,0,1,"1",NA,NA,NA,-1.57682123406001,"15",15,0,10227,86,82199,821991
1,0,0.85,0,0,NA,NA,NA,NA,1,1,1,"0",NA,NA,NA,0.622743994376558,"15",15,1,10227,86,922336,821991
0,1,0.606666666666667,1,0,0,0,4.8,4,1,1,1,"1","0",4.4,0.8,-0.447711083462574,"20",20,0,4794,86,536218,877
0,0,0.986666666666667,1,1,0,0,4.8,5,0,0,0,"2","0",4.9,0.2,1.22395849014922,"20",20,1,4794,86,536218,197723
0,0,0.623333333333333,1,0,0,0,4.8,4.2,1,1,1,"1","0",4.5,0.6,-0.374392242514689,"20",20,0,4794,86,536218,425490
0,0,0.584615384615385,1,0,0,0,4.8,NA,0,0,0,"1","0",NA,NA,-0.544717549947469,"20",20,0,4794,86,536218,929112
0,0,0.986666666666667,1,1,0,0,4.8,4.6,1,1,1,"2","0",4.7,0.2,1.22395849014922,"20",20,1,4794,86,536218,296948
0,0,0.584615384615385,1,0,0,0,4.8,NA,0,0,0,"1","0",NA,NA,-0.544717549947469,"20",20,0,4794,86,536218,906170
0,0,0.93,1,1,0,0,4.8,3.8,1,1,1,"2","0",4.3,1,0.974674430926409,"20",20,1,4794,86,536218,699697
0,0,0.64,1,0,0,0,4.8,4.4,0,0,0,"1","0",4.6,0.399999999999999,-0.301073401566803,"20",20,0,4794,86,536218,109238
0,0,0.596666666666667,1,0,0,0,4.8,3.8,0,0,0,"1","0",4.3,1,-0.491702388031306,"20",20,0,4794,86,536218,828808
0,0,0.986666666666667,1,1,0,0,4.8,5,0,0,0,"2","0",4.9,0.2,1.22395849014922,"20",20,1,4794,86,536218,694519
0,0,0.986666666666667,1,1,0,0,4.8,4.6,0,0,0,"2","0",4.7,0.2,1.22395849014922,"20",20,1,4794,86,536218,524701
0,0,0.97,1,1,0,0,4.8,4.4,0,0,0,"2","0",4.6,0.399999999999999,1.15063964920133,"20",20,1,4794,86,536218,362192
0,0,0.596666666666667,1,0,0,0,4.8,3.8,0,0,0,"1","0",4.3,1,-0.491702388031306,"20",20,0,4794,86,536218,704076
0,0,0.61,1,0,0,0,4.8,4,0,0,0,"1","0",4.4,0.8,-0.433047315272998,"20",20,0,4794,86,536218,818373
0,0,0.986666666666667,1,1,0,0,4.8,5,0,0,0,"2","0",4.9,0.2,1.22395849014922,"20",20,1,4794,86,536218,410615
0,0,0.986666666666667,1,1,0,0,4.8,5,0,0,0,"2","0",4.9,0.2,1.22395849014922,"20",20,1,4794,86,536218,967801
0,0,0.984615384615385,1,1,0,0,4.8,NA,0,0,0,"2","0",NA,NA,1.21493463280179,"20",20,1,4794,86,536218,533032
0,0,0.492307692307692,1,0,0,0,4.8,NA,0,0,0,"1","0",NA,NA,-0.950791130581913,"20",20,0,4794,86,536218,325624
0,0,0.584615384615385,1,0,0,0,4.8,NA,0,0,0,"1","0",NA,NA,-0.544717549947469,"20",20,0,4794,86,536218,689912
0,0,0.593333333333333,0,1,0,0,4,5,0,0,0,"1","0",4.5,1,-0.506366156220883,"20",20,0,4794,86,877,197723
0,0,0.983333333333334,0,0,0,0,4,4.2,1,1,1,"0","0",4.1,0.2,1.20929472195964,"20",20,1,4794,86,877,425490
0,0,1,0,0,0,0,4,NA,0,0,0,"0","0",NA,NA,1.28261356290753,"20",20,1,4794,86,877,929112
0,0,0.62,0,1,0,0,4,4.6,1,1,1,"1","0",4.3,0.6,-0.389056010704266,"20",20,0,4794,86,877,296948
0,0,1,0,0,0,0,4,NA,0,0,0,"0","0",NA,NA,1.28261356290753,"20",20,1,4794,86,877,906170
0,0,0.623333333333333,0,1,0,0,4,3.8,1,1,1,"1","0",3.9,0.2,-0.374392242514689,"20",20,0,4794,86,877,699697
0,0,0.94,0,0,0,0,4,4.4,0,0,1,"0","0",4.2,0.4,1.01866573549514,"20",20,1,4794,86,877,109238
0,0,0.956666666666667,0,0,0,0,4,3.8,0,0,0,"0","0",3.9,0.2,1.09198457644303,"20",20,1,4794,86,877,828808
0,0,0.593333333333333,0,1,0,0,4,5,0,0,0,"1","0",4.5,1,-0.506366156220883,"20",20,0,4794,86,877,694519
0,0,0.62,0,1,0,0,4,4.6,0,0,0,"1","0",4.3,0.6,-0.389056010704266,"20",20,0,4794,86,877,524701
0,0,0.636666666666667,0,1,0,0,4,4.4,0,0,0,"1","0",4.2,0.4,-0.31573716975638,"20",20,0,4794,86,877,362192
0,0,0.956666666666667,0,0,0,0,4,3.8,0,0,0,"0","0",3.9,0.2,1.09198457644303,"20",20,1,4794,86,877,704076
0,0,0.943333333333333,0,0,0,0,4,4,0,0,0,"0","0",4,0,1.03332950368472,"20",20,1,4794,86,877,818373
0,0,0.593333333333333,0,1,0,0,4,5,0,0,0,"1","0",4.5,1,-0.506366156220883,"20",20,0,4794,86,877,410615
0,0,0.593333333333333,0,1,0,0,4,5,0,0,0,"1","0",4.5,1,-0.506366156220883,"20",20,0,4794,86,877,967801
0,0,0.6,0,1,0,0,4,NA,0,0,0,"1","0",NA,NA,-0.477038619841729,"20",20,0,4794,86,877,533032
0,0,0.907692307692308,0,0,0,0,4,NA,0,0,0,"0","0",NA,NA,0.876539982273085,"20",20,1,4794,86,877,325624
0,0,1,0,0,0,0,4,NA,0,0,0,"0","0",NA,NA,1.28261356290753,"20",20,1,4794,86,877,689912
0,1,0.61,1,0,0,0,5,4.2,0,0,0,"1","0",4.6,0.8,-0.433047315272997,"20",20,0,4794,86,197723,425490
0,0,0.569230769230769,1,0,0,0,5,NA,0,0,0,"1","0",NA,NA,-0.612396480053209,"20",20,0,4794,86,197723,929112
0,0,0.973333333333334,1,1,0,0,5,4.6,0,0,0,"2","0",4.8,0.4,1.16530341739091,"20",20,1,4794,86,197723,296948
0,0,0.569230769230769,1,0,0,0,5,NA,0,0,0,"1","0",NA,NA,-0.612396480053209,"20",20,0,4794,86,197723,906170
0,0,0.916666666666667,1,1,0,0,5,3.8,0,0,0,"2","0",4.4,1.2,0.916019358168101,"20",20,1,4794,86,197723,699697
